time,close_fut,close_spot,basis,ma60,mid,std,upper,lower
2019-08-30,3791.8,3799.59,-7.789999999999964,-13.059166666666677,-14.081500000000029,7.505393341492851,0.9292866829856727,-29.09228668298573
2019-09-02,3832.6,3848.32,-15.720000000000255,-13.005500000000021,-14.433000000000039,7.4035305233736475,0.37406104674725604,-29.240061046747336
2019-09-03,3835.0,3853.61,-18.610000000000127,-13.097666666666685,-14.837000000000057,7.399795943132409,-0.03740811373523911,-29.636591886264874
2019-09-04,3888.0,3886.0,2.0,-12.812666666666685,-13.575500000000057,8.018390358879232,2.4612807177584077,-29.612280717758523
2019-09-05,3923.6,3925.32,-1.7200000000002547,-12.561500000000024,-12.13700000000008,7.379430943686032,2.621861887371983,-26.895861887372142
2019-09-06,3958.0,3948.51,9.489999999999782,-12.238666666666692,-11.066000000000077,8.824032614340588,6.582065228681099,-28.714065228681253
2019-09-09,3968.2,3972.95,-4.75,-12.270833333333355,-9.98850000000009,8.156380953778312,6.324261907556533,-26.301261907556714
2019-09-10,3960.6,3959.27,1.3299999999999272,-12.141666666666689,-9.244500000000084,8.48639125771061,7.728282515421135,-26.217282515421303
2019-09-11,3933.8,3930.1,3.700000000000273,-12.121000000000018,-8.609500000000072,8.967173159568425,9.324846319136778,-26.54384631913692
2019-09-12,3976.8,3972.38,4.420000000000073,-11.932000000000016,-7.418500000000063,9.04013581348843,10.661771626976797,-25.49877162697692
2019-09-16,3959.8,3957.72,2.080000000000382,-11.485000000000007,-6.027500000000055,8.171206105008466,10.314912210016876,-22.369912210016984
2019-09-17,3888.4,3891.22,-2.819999999999709,-11.077500000000002,-5.784000000000037,8.191593508623809,10.59918701724758,-22.167187017247656
2019-09-18,3904.2,3910.08,-5.880000000000109,-10.70366666666667,-5.291500000000042,7.851171736217492,10.410843472434943,-20.993843472435024
2019-09-19,3925.0,3924.38,0.6199999999998909,-10.271166666666675,-4.922500000000037,7.951309640556162,10.980119281112287,-20.82511928111236
2019-09-20,3926.0,3935.65,-9.650000000000091,-10.081666666666676,-4.589500000000021,7.580096843569724,10.570693687139427,-19.74969368713947
2019-09-23,3894.8,3890.66,4.140000000000327,-9.8795,-3.5994999999999893,7.347558473827661,11.095616947655333,-18.29461694765531
2019-09-24,3894.6,3901.08,-6.480000000000018,-9.574000000000002,-3.737999999999988,7.375803685023137,11.013607370046287,-18.48960737004626
2019-09-25,3869.6,3870.98,-1.3800000000001091,-9.194166666666668,-3.1295000000000073,7.016996264709603,10.9044925294192,-17.163492529419216
2019-09-26,3844.4,3841.14,3.2600000000002183,-8.900999999999991,-2.5875,7.073560761180087,11.559621522360173,-16.73462152236017
2019-09-27,3855.8,3852.65,3.150000000000091,-8.560166666666662,-2.0304999999999835,7.064354162755669,12.098208325511354,-16.159208325511322
2019-09-30,3794.0,3814.53,-20.5300000000002,-8.592333333333332,-2.6674999999999955,8.10828418152834,13.549068363056685,-18.884068363056677
2019-10-08,3828.0,3837.68,-9.679999999999836,-8.37383333333333,-2.3654999999999746,7.698682371884105,13.031864743768235,-17.762864743768183
2019-10-09,3832.8,3843.24,-10.4399999999996,-8.185666666666657,-1.9569999999999481,6.974015003078103,11.991030006156258,-15.905030006156153
2019-10-10,3863.8,3874.64,-10.83999999999969,-8.130666666666654,-2.5989999999999327,7.178576973775612,11.75815394755129,-16.956153947551158
2019-10-11,3913.4,3911.73,1.6700000000000728,-7.83583333333332,-2.4294999999999165,7.240182081891848,12.050864163783778,-16.909864163783613
2019-10-14,3945.2,3953.24,-8.039999999999964,-7.820999999999988,-3.3059999999999037,6.766880179848161,10.227760359696418,-16.839760359696225
2019-10-15,3934.8,3936.25,-1.449999999999818,-7.738666666666655,-3.1409999999998943,6.77004928847803,10.399098576956167,-16.681098576955954
2019-10-16,3917.8,3922.69,-4.889999999999873,-7.762833333333318,-3.4519999999998845,6.696316819518723,9.94063363903756,-16.84463363903733
2019-10-17,3926.8,3925.22,1.580000000000382,-7.5691666666666455,-3.557999999999879,6.593129278590817,9.628258557181756,-16.744258557181514
2019-10-18,3854.2,3869.38,-15.180000000000291,-7.858833333333314,-4.537999999999897,6.7983439159843515,9.058687831968806,-18.1346878319686
2019-10-21,3866.8,3880.84,-14.039999999999964,-7.9501666666666475,-5.343999999999914,6.926795720054814,8.509591440109714,-19.19759144010954
2019-10-22,3878.8,3895.88,-17.079999999999927,-8.026833333333313,-6.056999999999926,7.372870682798144,8.688741365596362,-20.802741365596212
2019-10-23,3862.8,3871.08,-8.279999999999745,-7.999666666666644,-6.176999999999907,7.389350872423819,8.60170174484773,-20.955701744847545
2019-10-24,3870.4,3870.67,-0.2699999999999818,-7.840333333333311,-6.221499999999901,7.34883254244124,8.47616508488258,-20.91916508488238
2019-10-25,3899.0,3896.79,2.2100000000000364,-7.765666666666645,-5.628499999999894,7.533797724779706,9.439095449559519,-20.69609544955931
2019-10-28,3919.0,3926.59,-7.5900000000001455,-7.779333333333314,-6.214999999999918,7.181659022523306,8.148318045046693,-20.57831804504653
2019-10-29,3905.0,3910.23,-5.230000000000018,-7.688666666666647,-6.152499999999918,7.184669992055151,8.216839984110385,-20.521839984110223
2019-10-30,3877.0,3891.23,-14.230000000000018,-7.777166666666646,-6.794999999999914,7.308910567534099,7.822821135068284,-21.41282113506811
2019-10-31,3879.0,3886.75,-7.75,-7.95033333333331,-7.345499999999925,6.915776376860214,6.486052753720504,-21.177052753720353
2019-11-01,3959.4,3952.39,7.010000000000218,-7.748999999999978,-7.152499999999918,7.268935978749507,7.385371957499096,-21.690371957498932
2019-11-04,3974.2,3978.12,-3.9200000000000728,-7.690333333333312,-6.321999999999912,6.575905460967307,6.829810921934701,-19.473810921934525
2019-11-05,3996.4,4002.81,-6.4099999999998545,-7.652333333333308,-6.158499999999913,6.528500492778663,6.898500985557414,-19.21550098555724
2019-11-06,3983.0,3984.88,-1.8800000000001091,-7.508166666666648,-5.730499999999938,6.513612042646236,7.296724085292534,-18.75772408529241
2019-11-07,3990.2,3991.87,-1.6700000000000728,-7.148833333333315,-5.271999999999958,6.457520788727127,7.643041577454296,-18.18704157745421
2019-11-08,3968.8,3973.01,-4.210000000000036,-6.71083333333332,-5.5659999999999625,6.255522528555391,6.945045057110819,-18.077045057110745
2019-11-11,3906.6,3902.98,3.619999999999891,-6.45166666666665,-4.98299999999997,6.549261991368164,8.115523982736358,-18.0815239827363
2019-11-12,3897.6,3903.69,-6.0900000000001455,-6.114833333333324,-5.2149999999999865,6.499516986102296,7.784033972204605,-18.21403397220458
2019-11-13,3900.0,3899.98,0.01999999999998181,-5.888666666666654,-4.969499999999994,6.604324320991723,8.239148641983451,-18.17814864198344
2019-11-14,3900.0,3905.86,-5.860000000000127,-5.836333333333323,-5.3415000000000195,6.423043445693293,7.504586891386566,-18.187586891386605
2019-11-15,3879.0,3877.09,1.9099999999998545,-5.481166666666657,-4.487000000000012,6.177373909765594,7.867747819531176,-16.8417478195312
2019-11-18,3908.8,3907.93,0.8700000000003456,-5.037666666666655,-3.7414999999999963,5.855097891221779,7.968695782443561,-15.451695782443554
2019-11-19,3953.6,3947.04,6.559999999999945,-4.800166666666655,-2.5595000000000026,5.388213721194017,8.21692744238803,-13.335927442388037
2019-11-20,3907.8,3907.86,-0.05999999999994543,-4.538999999999987,-2.1485000000000127,5.240374911256523,8.332249822513033,-12.629249822513058
2019-11-21,3888.4,3889.6,-1.199999999999818,-4.446333333333314,-2.1950000000000047,5.226937817438516,8.258875634877029,-12.648875634877037
2019-11-22,3839.6,3849.99,-10.389999999999873,-4.347666666666639,-2.825,5.42369411883978,8.02238823767956,-13.67238823767956
2019-11-25,3873.4,3878.21,-4.809999999999945,-4.166833333333299,-2.68599999999999,5.3299613902028335,7.973922780405677,-13.345922780405658
2019-11-26,3875.8,3891.65,-15.849999999999909,-4.36916666666663,-3.2169999999999845,6.073848255560812,8.93069651112164,-15.36469651112161
2019-11-27,3878.8,3875.62,3.180000000000291,-4.090333333333296,-2.346499999999969,5.644844200917495,8.943188401835021,-13.636188401834959
2019-11-28,3868.6,3862.3,6.299999999999727,-3.858999999999969,-1.6439999999999828,5.808863825858585,9.973727651717187,-13.261727651717152
2019-11-29,3827.4,3828.67,-1.2699999999999818,-3.746999999999965,-2.0579999999999927,5.443176897441597,8.828353794883201,-12.944353794883186
2019-12-02,3838.0,3836.06,1.9400000000000546,-3.584833333333298,-1.7649999999999864,5.495142831341322,9.225285662682658,-12.755285662682631
2019-12-03,3856.6,3851.09,5.5099999999997635,-3.2309999999999643,-1.1690000000000054,5.610050098284584,10.051100196569163,-12.389100196569174
2019-12-04,3852.4,3849.82,2.5799999999999272,-2.877833333333297,-0.9460000000000036,5.668637077445438,10.391274154890873,-12.28327415489088
2019-12-05,3880.0,3879.36,0.6399999999998727,-2.9004999999999654,-0.8305000000000063,5.676636768369072,10.522773536738137,-12.18377353673815
2019-12-06,3909.6,3902.39,7.210000000000036,-2.7516666666666274,-0.25950000000000273,5.88918587439364,11.518871748787276,-12.037871748787282
2019-12-09,3900.4,3895.45,4.950000000000273,-2.8273333333332857,-0.19299999999998363,5.942565545549983,11.692131091099982,-12.07813109109995
2019-12-10,3903.0,3900.38,2.619999999999891,-2.704499999999954,0.2425000000000182,5.805228020364125,11.852956040728268,-11.367956040728233
2019-12-11,3909.2,3902.75,6.449999999999818,-2.6191666666666227,0.56400000000001,5.968024798876057,12.500049597752124,-11.372049597752103
2019-12-12,3895.4,3891.02,4.380000000000109,-2.607833333333292,1.0760000000000218,5.825444550463583,12.726889100927188,-10.574889100927145
2019-12-13,3979.6,3968.22,11.38000000000011,-2.4918333333332914,1.5495000000000345,6.265079051880785,14.079658103761604,-10.980658103761536
2019-12-16,3988.0,3987.55,0.4499999999998181,-2.5189999999999677,1.5285000000000082,6.268179686236432,14.064859372472872,-11.007859372472856
2019-12-17,4048.2,4041.8,6.399999999999636,-2.3653333333333117,1.5204999999999926,6.261518627802309,14.043537255604612,-11.002537255604626
2019-12-18,4038.4,4032.78,5.619999999999891,-2.1736666666666453,1.8044999999999844,6.314646695955075,14.433793391910134,-10.824793391910164
2019-12-19,4028.8,4027.15,1.650000000000091,-2.156499999999975,1.94699999999998,6.2753117766957525,14.497623553391485,-10.603623553391525
2019-12-20,4035.0,4017.25,17.75,-1.6998333333333069,3.3539999999999734,6.513756616819338,16.38151323363865,-9.673513233638701
2019-12-23,3979.4,3967.1,12.300000000000182,-1.5638333333333094,4.20949999999998,6.508673949350008,17.226847898699997,-8.807847898700036
2019-12-24,3998.4,3992.96,5.440000000000055,-1.3651666666666415,5.273999999999978,4.480139095585068,14.234278191170114,-3.6862781911701585
2019-12-25,4002.8,3990.87,11.930000000000291,-1.1433333333333016,5.711499999999978,4.687332621573145,15.086165243146267,-3.6631652431463113
2019-12-26,4034.6,4025.99,8.610000000000127,-1.0541666666666363,5.826999999999998,4.730855158036067,15.288710316072132,-3.6347103160721357
2019-12-27,4028.0,4022.03,5.9699999999998,-1.0071666666666412,6.188999999999988,4.4264217460252135,15.041843492050415,-2.6638434920504395
2019-12-30,4090.8,4081.63,9.170000000000073,-0.5121666666666367,6.550499999999988,4.3558170120088855,15.262134024017758,-2.161134024017783
2019-12-31,4109.4,4096.58,12.819999999999709,-0.13716666666664423,6.915999999999985,4.565556863481689,16.047113726963364,-2.2151137269633923
2020-01-02,4160.4,4152.24,8.159999999999854,0.17283333333334666,7.194999999999982,4.45581642350765,16.10663284701528,-1.716632847015318
2020-01-03,4151.8,4144.96,6.8400000000001455,0.46750000000001063,7.5049999999999955,4.183096938872014,15.871193877744023,-0.8611938777440322
2020-01-06,4132.6,4129.3,3.300000000000182,0.4946666666666791,7.3095000000000026,4.287670788373801,15.884841576747604,-1.2658415767476
2020-01-07,4162.4,4160.23,2.1700000000000728,0.6648333333333464,7.1704999999999925,4.4114629092853495,15.993425818570692,-1.6524258185707064
2020-01-08,4125.6,4112.32,13.280000000000655,0.9103333333333542,7.703500000000031,4.476231115570407,16.655962231140844,-1.2489622311407826
2020-01-09,4166.4,4164.37,2.0299999999997453,1.0256666666666812,7.4825000000000275,4.647222005501985,16.776944011003998,-1.8119440110039422
2020-01-10,4165.0,4163.18,1.819999999999709,1.02966666666667,7.354500000000007,4.770785519564389,16.896071039128785,-2.187071039128771
2020-01-13,4210.8,4203.99,6.8100000000004,1.3961666666666814,7.126000000000022,4.676340674636969,16.47868134927396,-2.2266813492739166
2020-01-14,4198.8,4189.89,8.909999999999854,1.7786666666666784,7.5490000000000235,4.4160602827694095,16.381120565538843,-1.2831205655387956
2020-01-15,4163.2,4166.73,-3.5299999999997453,2.004500000000015,7.052500000000054,5.062888581578131,17.178277163156316,-3.073277163156207
2020-01-16,4157.4,4149.04,8.359999999999673,2.2818333333333385,7.189500000000043,5.059155822029936,17.307811644059917,-2.928811644059829
2020-01-17,4172.6,4154.85,17.75,2.5821666666666716,7.9945000000000395,5.400700222631995,18.79590044526403,-2.8069004452639508
2020-01-20,4202.2,4185.83,16.36999999999989,2.818166666666669,7.925500000000033,5.276899483398853,18.47929896679774,-2.628298966797672
2020-01-21,4123.4,4114.31,9.089999999999236,3.096166666666659,7.764999999999986,5.184858014601664,18.134716029203314,-2.6047160292033418
2020-01-22,4136.4,4131.93,4.469999999999345,3.257833333333315,7.716499999999951,5.212215687058762,18.140931374117475,-2.7079313741175737
2020-01-23,3994.2,4003.9,-9.700000000000273,3.3333333333333104,6.6349999999999225,6.400512726172437,19.436025452344797,-6.166025452344951
2020-02-03,3591.2,3688.36,-97.16000000000031,1.8431666666666389,1.3464999999999008,24.048745951548245,49.44399190309639,-46.75099190309659
2020-02-04,3766.8,3785.64,-18.83999999999969,1.412333333333307,0.10599999999992633,24.434491023529617,48.97498204705916,-48.76298204705931
2020-02-05,3800.4,3828.53,-28.13000000000011,1.0088333333333064,-1.7590000000000827,25.120125900623187,48.48125180124629,-51.99925180124646
2020-02-06,3891.8,3899.78,-7.980000000000018,0.9826666666666369,-2.799000000000069,24.9145015687863,47.03000313757253,-52.62800313757267
2020-02-07,3892.8,3899.87,-7.069999999999709,0.8961666666666436,-3.5605000000000473,24.794374887313328,46.02824977462661,-53.1492497746267
2020-02-10,3891.4,3916.01,-24.610000000000127,0.5138333333333094,-5.133000000000061,25.095517968459333,45.05803593691861,-55.324035936918726
2020-02-11,3935.6,3952.46,-16.860000000000127,0.3029999999999745,-6.141000000000076,25.14379820991758,44.146596419835085,-56.42859641983524
2020-02-12,3966.4,3984.43,-18.029999999999745,-0.057833333333352735,-7.151000000000067,25.198031230529462,43.24506246105886,-57.54706246105899
2020-02-13,3953.0,3959.92,-6.920000000000073,-0.07166666666668485,-8.161000000000104,24.736612945187133,41.312225890374165,-57.63422589037437
2020-02-14,3983.8,3987.73,-3.9299999999998363,-0.13750000000001517,-8.459000000000083,24.643104277283182,40.82720855456628,-57.745208554566446
2020-02-17,4079.2,4077.42,1.7799999999997453,-0.010166666666683947,-8.46100000000008,24.642227748745704,40.823455497491324,-57.74545549749149
2020-02-18,4046.2,4057.51,-11.3100000000004,-0.23050000000002152,-9.367000000000122,24.382958911156727,39.39891782231334,-58.13291782231357
2020-02-19,4049.2,4051.31,-2.1100000000001273,-0.2801666666666961,-9.91800000000012,24.070716342958246,38.22343268591637,-58.05943268591661
2020-02-20,4138.4,4144.66,-6.260000000000218,-0.4938333333333655,-10.054500000000143,24.040306170876292,38.02611234175244,-58.13511234175273
2020-02-21,4158.6,4149.49,9.110000000000582,-0.34100000000002334,-10.017000000000099,24.071107621072695,38.12521524214529,-58.15921524214549
2020-02-24,4120.0,4132.84,-12.840000000000146,-0.5350000000000288,-11.546500000000105,23.168855973165005,34.79121194632991,-57.88421194633011
2020-02-25,4117.0,4123.85,-6.850000000000364,-0.476000000000037,-12.707500000000119,22.260289844190453,31.81307968838079,-57.22807968838102
2020-02-26,4076.0,4073.02,2.980000000000018,-0.34616666666670426,-13.01300000000008,21.98562882286618,30.958257645732278,-56.98425764573244
2020-02-27,4077.8,4084.88,-7.079999999999927,-0.2000000000000379,-13.590500000000043,21.651382227664453,29.712264455328864,-56.893264455328946
2020-02-28,3925.8,3940.05,-14.25,-0.49050000000004274,-13.81800000000003,21.63224751688049,29.44649503376095,-57.082495033761006
2020-03-02,4056.4,4069.67,-13.269999999999982,-0.8166666666667045,-9.623500000000012,9.158439464289385,8.693378928578758,-27.94037892857878
2020-03-03,4072.4,4091.36,-18.960000000000036,-1.1115000000000388,-9.62950000000003,9.164832369903008,8.700164739805986,-27.95916473980605
2020-03-04,4106.2,4115.05,-8.850000000000364,-1.2913333333333792,-8.665500000000042,8.064353320241183,7.4632066404823245,-24.794206640482408
2020-03-05,4191.8,4206.73,-14.929999999999382,-1.6320000000000314,-9.01300000000001,8.182140435440077,7.351280870880144,-25.377280870880163
2020-03-06,4120.8,4138.51,-17.710000000000036,-1.9701666666666975,-9.545000000000027,8.392362129058986,7.2397242581179455,-26.329724258118
2020-03-09,3977.8,3997.13,-19.329999999999927,-2.3030000000000275,-9.281000000000017,7.965719909977414,6.650439819954812,-25.212439819954845
2020-03-10,4072.2,4082.73,-10.5300000000002,-2.598666666666698,-8.96450000000002,7.772138143123131,6.579776286246242,-24.50877628624628
2020-03-11,4001.4,4028.43,-27.029999999999745,-3.1316666666666984,-9.414500000000022,8.546607498700395,7.678714997400768,-26.50771499740081
2020-03-12,3949.0,3950.91,-1.9099999999998545,-3.2071666666666943,-9.16400000000001,8.69569003950565,8.227380079011288,-26.555380079011307
2020-03-13,3894.2,3895.31,-1.1100000000001273,-3.3331666666666933,-9.023000000000025,8.807174168943462,8.591348337886899,-26.637348337886948
2020-03-16,3692.0,3727.84,-35.840000000000146,-4.003500000000031,-10.90400000000002,10.273736264967363,9.643472529934707,-31.451472529934748
2020-03-17,3682.0,3709.68,-27.679999999999836,-4.65450000000003,-11.722499999999991,10.938377573816348,10.154255147632705,-33.59925514763269
2020-03-18,3610.0,3636.26,-26.26000000000022,-5.099666666666697,-12.929999999999996,11.15227519859798,9.374550397195964,-35.23455039719596
2020-03-19,3584.0,3589.09,-5.0900000000001455,-5.291166666666694,-12.871499999999992,11.19210213780943,9.512704275618868,-35.255704275618854
2020-03-20,3624.0,3653.22,-29.2199999999998,-5.871833333333355,-14.788000000000011,10.489662881542943,6.1913257630858745,-35.76732576308589
2020-03-23,3508.6,3530.31,-21.710000000000036,-6.261166666666691,-15.231500000000006,10.589997900203503,5.9484958004070005,-36.41149580040701
2020-03-24,3598.0,3625.11,-27.110000000000127,-7.008833333333359,-16.244499999999995,10.714326107943874,5.184152215887753,-37.67315221588774
2020-03-25,3687.2,3722.52,-35.320000000000164,-7.802500000000032,-18.1595,10.518374136418792,2.8772482728375834,-39.196248272837586
2020-03-26,3663.4,3698.05,-34.65000000000009,-8.4706666666667,-19.53800000000001,10.792940480264214,2.047880960528417,-41.12388096052844
2020-03-27,3680.2,3710.06,-29.860000000000127,-9.167166666666708,-20.318500000000018,10.953636394511076,1.5887727890221335,-42.22577278902217
2020-03-30,3662.8,3674.11,-11.309999999999945,-9.499166666666708,-20.220500000000015,11.028528782447045,1.8365575648940755,-42.27755756489411
2020-03-31,3652.0,3686.16,-34.159999999999854,-10.168000000000037,-20.980500000000006,11.452669867994217,1.924839735988428,-43.88583973598844
2020-04-01,3648.2,3675.08,-26.88000000000011,-10.768833333333372,-21.881999999999994,11.153263199620104,0.4245263992402144,-44.1885263992402
2020-04-02,3726.8,3734.53,-7.730000000000018,-11.111333333333368,-21.522000000000027,11.500268006030376,1.4785360120607258,-44.52253601206078
2020-04-03,3694.6,3713.22,-18.61999999999989,-11.557666666666698,-21.567500000000017,11.486183863095773,1.4048677261915294,-44.53986772619156
2020-04-07,3775.6,3798.02,-22.420000000000073,-12.045333333333367,-21.722000000000026,11.47527988421425,1.2285597684284753,-44.67255976842853
2020-04-08,3764.8,3780.34,-15.539999999999964,-12.359333333333371,-21.972500000000014,11.270969170955594,0.569438341911173,-44.5144383419112
2020-04-09,3779.6,3792.81,-13.210000000000036,-12.615666666666705,-21.28150000000003,11.367806933339613,1.4541138666791973,-44.01711386667925
2020-04-10,3763.2,3769.18,-5.980000000000018,-12.936666666666717,-21.485000000000035,11.034315613241777,0.5836312264835186,-43.55363122648359
2020-04-13,3745.0,3753.26,-8.260000000000218,-13.108166666666715,-21.84250000000004,10.439223037735067,-0.9640539245299067,-42.720946075470174
2020-04-14,3812.0,3825.7,-13.699999999999818,-13.366833333333375,-20.735500000000023,10.043147690157474,-0.6492046196850758,-40.82179538031497
2020-04-15,3789.4,3797.36,-7.960000000000036,-13.61300000000005,-19.749500000000033,10.290452639525414,0.8314052790507951,-40.330405279050865
2020-04-16,3796.8,3802.38,-5.579999999999927,-13.854500000000046,-18.71550000000002,10.635046074183215,2.5545921483664102,-39.98559214836645
2020-04-17,3850.4,3839.49,10.91000000000031,-13.613833333333378,-17.915499999999998,12.200508822435102,6.485517644870207,-42.3165176448702
2020-04-20,3807.4,3853.46,-46.059999999999945,-14.520833333333371,-18.757500000000004,13.530351407503332,8.30320281500666,-45.81820281500667
